    parsed | total average parse time | recent average parse time |       kept | % of total |   last kept | last kept time | elapsed time

    532384 |                  0.415ms |                   0.273ms |        313 |     0.059% |    Q4681414 |    10:32:30 PM |     00:03:41
    535691 |                  0.415ms |                   0.302ms |        315 |     0.059% |    Q4739730 |    10:32:31 PM |     00:03:42
    539083 |                  0.414ms |                   0.295ms |        324 |      0.06% |    Q4771431 |    10:32:32 PM |     00:03:43
    542637 |                  0.413ms |                   0.281ms |        325 |      0.06% |    Q4787736 |    10:32:33 PM |     00:03:44
    547079 |                  0.411ms |                   0.225ms |        327 |      0.06% |    Q4822345 |    10:32:34 PM |     00:03:45
    551517 |                   0.41ms |                   0.225ms |        330 |      0.06% |    Q4867298 |    10:32:35 PM |     00:03:46
    555206 |                  0.409ms |                   0.271ms |        330 |     0.059% |    Q4867298 |    10:32:35 PM |     00:03:47
    558955 |                  0.408ms |                   0.267ms |        331 |     0.059% |    Q4936943 |    10:32:37 PM |     00:03:48
    562528 |                  0.407ms |                    0.28ms |        335 |      0.06% |    Q4973830 |    10:32:38 PM |     00:03:49
    566278 |                  0.406ms |                   0.267ms |        336 |     0.059% |    Q5018678 |    10:32:39 PM |     00:03:50
    570138 |                  0.405ms |                   0.259ms |        337 |     0.059% |    Q5038329 |    10:32:40 PM |     00:03:51
    573714 |                  0.404ms |                    0.28ms |        339 |     0.059% |    Q5065356 |    10:32:41 PM |     00:03:52
    577556 |                  0.404ms |                    0.26ms |        339 |     0.059% |    Q5065356 |    10:32:41 PM |     00:03:53
    582143 |                  0.402ms |                   0.218ms |        342 |     0.059% |    Q5152886 |    10:32:43 PM |     00:03:54
    585942 |                  0.401ms |                   0.263ms |        346 |     0.059% |    Q5194249 |    10:32:44 PM |     00:03:55
    589339 |                  0.401ms |                   0.294ms |        346 |     0.059% |    Q5194249 |    10:32:44 PM |     00:03:56
    592778 |                    0.4ms |                   0.291ms |        348 |     0.059% |    Q5250449 |    10:32:46 PM |     00:03:57
    596669 |                  0.399ms |                   0.257ms |        348 |     0.058% |    Q5250449 |    10:32:46 PM |     00:03:58
    600817 |                  0.398ms |                   0.241ms |        354 |     0.059% |    Q5306281 |    10:32:48 PM |     00:03:59
    604324 |                  0.397ms |                   0.285ms |        354 |     0.059% |    Q5306281 |    10:32:48 PM |     00:04:00
    607977 |                  0.397ms |                   0.276ms |        355 |     0.058% |    Q5382068 |    10:32:50 PM |     00:04:01
    612054 |                  0.396ms |                   0.245ms |        359 |     0.059% |    Q5436624 |    10:32:51 PM |     00:04:02
    616320 |                  0.394ms |                   0.234ms |        360 |     0.058% |    Q5454239 |    10:32:52 PM |     00:04:03
    619859 |                  0.394ms |                   0.283ms |        361 |     0.058% |    Q5505915 |    10:32:53 PM |     00:04:04
    623284 |                  0.393ms |                   0.292ms |        362 |     0.058% |    Q5526873 |    10:32:54 PM |     00:04:05
    626521 |                  0.393ms |                   0.309ms |        363 |     0.058% |    Q5566614 |    10:32:55 PM |     00:04:06
    630418 |                  0.392ms |                   0.257ms |        365 |     0.058% |    Q5600920 |    10:32:56 PM |     00:04:07
    633985 |                  0.391ms |                    0.28ms |        366 |     0.058% |    Q5620438 |    10:32:57 PM |     00:04:08
    638068 |                   0.39ms |                   0.245ms |        366 |     0.057% |    Q5620438 |    10:32:57 PM |     00:04:09
    643022 |                  0.389ms |                   0.202ms |        366 |     0.057% |    Q5620438 |    10:32:57 PM |     00:04:10
    648475 |                  0.387ms |                   0.183ms |        368 |     0.057% |    Q5773169 |    10:33:00 PM |     00:04:11
    653803 |                  0.386ms |                   0.188ms |        368 |     0.056% |    Q5773169 |    10:33:00 PM |     00:04:12
    658832 |                  0.384ms |                   0.199ms |        368 |     0.056% |    Q5773169 |    10:33:00 PM |     00:04:13
    663073 |                  0.383ms |                   0.236ms |        368 |     0.055% |    Q5773169 |    10:33:00 PM |     00:04:14
    666976 |                  0.382ms |                   0.256ms |        368 |     0.055% |    Q5773169 |    10:33:00 PM |     00:04:15
    671212 |                  0.382ms |                   0.236ms |        368 |     0.055% |    Q5773169 |    10:33:00 PM |     00:04:16
    676150 |                   0.38ms |                   0.203ms |        374 |     0.055% |    Q6031427 |    10:33:06 PM |     00:04:17
    680864 |                  0.379ms |                   0.212ms |        380 |     0.056% |    Q6079266 |    10:33:07 PM |     00:04:18
    684987 |                  0.378ms |                   0.243ms |        380 |     0.055% |    Q6079266 |    10:33:07 PM |     00:04:19
    688429 |                  0.378ms |                   0.291ms |        380 |     0.055% |    Q6079266 |    10:33:07 PM |     00:04:20
    691618 |                  0.377ms |                   0.314ms |        380 |     0.055% |    Q6079266 |    10:33:07 PM |     00:04:21
    694518 |                  0.377ms |                   0.345ms |        380 |     0.055% |    Q6079266 |    10:33:07 PM |     00:04:22
    697255 |                  0.377ms |                   0.365ms |        380 |     0.054% |    Q6079266 |    10:33:07 PM |     00:04:23
    700108 |                  0.377ms |                   0.351ms |        380 |     0.054% |    Q6079266 |    10:33:07 PM |     00:04:24
    703049 |                  0.377ms |                    0.34ms |        380 |     0.054% |    Q6079266 |    10:33:07 PM |     00:04:25
    705972 |                  0.377ms |                   0.342ms |        380 |     0.054% |    Q6079266 |    10:33:07 PM |     00:04:26
    709553 |                  0.376ms |                   0.279ms |        381 |     0.054% |    Q6319155 |    10:33:16 PM |     00:04:27
    713325 |                  0.376ms |                   0.265ms |        381 |     0.053% |    Q6319155 |    10:33:16 PM |     00:04:28
    716798 |                  0.375ms |                   0.288ms |        381 |     0.053% |    Q6319155 |    10:33:16 PM |     00:04:29
    720050 |                  0.375ms |                   0.308ms |        381 |     0.053% |    Q6319155 |    10:33:16 PM |     00:04:30
    723427 |                  0.375ms |                   0.296ms |        381 |     0.053% |    Q6319155 |    10:33:16 PM |     00:04:31
    727130 |                  0.374ms |                    0.27ms |        383 |     0.053% |    Q6495691 |    10:33:21 PM |     00:04:32
    730699 |                  0.374ms |                    0.28ms |        384 |     0.053% |    Q6531656 |    10:33:22 PM |     00:04:33
    734513 |                  0.373ms |                   0.262ms |        385 |     0.052% |    Q6553986 |    10:33:23 PM |     00:04:34
    737902 |                  0.373ms |                   0.295ms |        385 |     0.052% |    Q6553986 |    10:33:23 PM |     00:04:35
    742333 |                  0.372ms |                   0.226ms |        387 |     0.052% |    Q6641978 |    10:33:25 PM |     00:04:36
    745911 |                  0.371ms |                   0.279ms |        388 |     0.052% |    Q6674015 |    10:33:26 PM |     00:04:37
    748960 |                  0.371ms |                   0.328ms |        390 |     0.052% |    Q6703870 |    10:33:27 PM |     00:04:38
    752318 |                  0.371ms |                   0.298ms |        390 |     0.052% |    Q6703870 |    10:33:27 PM |     00:04:39
    755770 |                  0.371ms |                    0.29ms |        390 |     0.052% |    Q6703870 |    10:33:27 PM |     00:04:40
    759266 |                   0.37ms |                   0.286ms |        392 |     0.052% |    Q6795555 |    10:33:30 PM |     00:04:41
    762564 |                   0.37ms |                   0.304ms |        399 |     0.052% |    Q6821212 |    10:33:31 PM |     00:04:42
    766004 |                   0.37ms |                   0.291ms |        400 |     0.052% |    Q6841671 |    10:33:32 PM |     00:04:43
    769392 |                  0.369ms |                   0.295ms |        400 |     0.052% |    Q6841671 |    10:33:32 PM |     00:04:44
    772810 |                  0.369ms |                   0.293ms |        400 |     0.052% |    Q6841671 |    10:33:32 PM |     00:04:45
    776554 |                  0.368ms |                   0.267ms |        401 |     0.052% |    Q6967224 |    10:33:35 PM |     00:04:46
    779603 |                  0.368ms |                   0.328ms |        401 |     0.051% |    Q6967224 |    10:33:35 PM |     00:04:47
    782279 |                  0.368ms |                   0.374ms |        401 |     0.051% |    Q6967224 |    10:33:35 PM |     00:04:48
    785670 |                  0.368ms |                   0.295ms |        401 |     0.051% |    Q6967224 |    10:33:35 PM |     00:04:49
    789553 |                  0.367ms |                   0.258ms |        404 |     0.051% |    Q7098801 |    10:33:39 PM |     00:04:50
    793124 |                  0.367ms |                    0.28ms |        405 |     0.051% |    Q7126817 |    10:33:40 PM |     00:04:51
    795998 |                  0.367ms |                   0.348ms |        407 |     0.051% |    Q7135649 |    10:33:41 PM |     00:04:52
    799306 |                  0.367ms |                   0.302ms |        413 |     0.052% |    Q7180884 |    10:33:42 PM |     00:04:53
    802551 |                  0.366ms |                   0.308ms |        416 |     0.052% |    Q7201591 |    10:33:43 PM |     00:04:54
    806514 |                  0.366ms |                   0.252ms |        423 |     0.052% |    Q7258153 |    10:33:44 PM |     00:04:55
    810450 |                  0.365ms |                   0.254ms |        424 |     0.052% |    Q7280278 |    10:33:45 PM |     00:04:56
